accepted,Scientific Name,Accepted Name,Jepson Common Name,Status,Jepson Link,CNPS Common Name,Family,Lifeform,CRPR,SRank,CESA,NatureServe Common Name,Species Group,NatureServe Global Rank,NatureServe Rounded Global Rank,U.S. Endangered Species Act Status,Distribution,View on NatureServe Explorer,searchName,genbank,seqs
1,Ivesia unguiculata,Ivesia unguiculata,Yosemite Ivesia,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29465,Yosemite ivesia,Rosaceae,perennial herb,4.2,S3,None,Yosemite Ivesia,Flowering Plants - Dicots,G3,G3,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160630/Ivesia_unguiculata,Ivesia unguiculata,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Ivesia+unguiculata%22%5BOrganism%5D+OR+%22Ivesia+unguiculata%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,2
1,Ivesia webberi,Ivesia webberi,Webber'S Ivesia,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29467,Webber's ivesia,Rosaceae,perennial herb,1B.1,S1,None,Webber Ivesia,Flowering Plants - Dicots,G2,G2,Threatened,"United States: CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151761/Ivesia_webberi,Ivesia webberi,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Ivesia+webberi%22%5BOrganism%5D+OR+%22Ivesia+webberi%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,4
1,Ixia maculata,Ixia maculata,African Cornlily,Waif,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29471,NA,NA,NA,NA,NA,NA,African Corn-lily,Flowering Plants - Monocots,GNR,GNR,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159776/Ixia_maculata,Ixia maculata,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Ixia+maculata%22%5BOrganism%5D+OR+%22Ixia+maculata%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Jacaranda mimosifolia,Jacaranda mimosifolia,Blue Jacaranda,Urban weed,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29483,NA,NA,NA,NA,NA,NA,Sharp-leaf Jacaranda,Flowering Plants - Dicots,G2G4,G3,NA,United States: HI,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148804/Jacaranda_mimosifolia,Jacaranda mimosifolia,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Jacaranda+mimosifolia%22%5BOrganism%5D+OR+%22Jacaranda+mimosifolia%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,61
1,Jamesia americana var. rosea,Jamesia americana var. rosea,Rosy-Petalled Cliffbush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=60290,rosy-petalled cliffbush,Hydrangeaceae,perennial deciduous shrub,4.3,S4,None,Rosy-petaled Cliffbush,Flowering Plants - Dicots,G5T3,T3,NA,"United States: CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.144481/Jamesia_americana_var_rosea,Jamesia americana * rosea,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Jamesia+americana+var.+rosea%22%5BOrganism%5D+OR+%22Jamesia+americana+var.+rosea%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Jaumea carnosa,Jaumea carnosa,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=3667,NA,NA,NA,NA,NA,NA,Fleshy Jaumea,Flowering Plants - Dicots,G4G5,G4,NA,"Canada: BC
United States: CA, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133853/Jaumea_carnosa,Jaumea carnosa,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Jaumea+carnosa%22%5BOrganism%5D+OR+%22Jaumea+carnosa%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,24
1,Jepsonia heterandra,Jepsonia heterandra,Foothill Jepsonia,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29557,foothill jepsonia,Saxifragaceae,perennial herb,4.3,S3,None,Foothill Jepsonia,Flowering Plants - Dicots,G4,G4,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.155751/Jepsonia_heterandra,Jepsonia heterandra,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Jepsonia+heterandra%22%5BOrganism%5D+OR+%22Jepsonia+heterandra%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Jepsonia malvifolia,Jepsonia malvifolia,Island Jepsonia,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29558,island jepsonia,Saxifragaceae,perennial herb,4.2,S4,None,Island Jepsonia,Flowering Plants - Dicots,G3,G3,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.155325/Jepsonia_malvifolia,Jepsonia malvifolia,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Jepsonia+malvifolia%22%5BOrganism%5D+OR+%22Jepsonia+malvifolia%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Jepsonia parryi,Jepsonia parryi,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29559,NA,NA,NA,NA,NA,NA,Parry's Jepsonia,Flowering Plants - Dicots,G5,G5,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.131849/Jepsonia_parryi,Jepsonia parryi,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Jepsonia+parryi%22%5BOrganism%5D+OR+%22Jepsonia+parryi%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,7
1,Johanneshowellia puberula,Johanneshowellia puberula,Downy Buckwheat,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=89024,downy buckwheat,Polygonaceae,annual herb,2B.3,S1,None,Downy Buckwheat,Flowering Plants - Dicots,G3?,G3,NA,"United States: CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140287/Johanneshowellia_puberula,Johanneshowellia puberula,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Johanneshowellia+puberula%22%5BOrganism%5D+OR+%22Johanneshowellia+puberula%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,1
1,Juglans californica,Juglans californica,Southern California Black Walnut,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29566,Southern California black walnut,Juglandaceae,perennial deciduous tree,4.2,S4,None,California Walnut,Flowering Plants - Dicots,G3,G3,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140398/Juglans_californica,Juglans californica,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juglans+californica%22%5BOrganism%5D+OR+%22Juglans+californica%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,40
1,Juglans hindsii,Juglans hindsii,Northern California Black Walnut,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29568,Northern California black walnut,Juglandaceae,perennial deciduous tree,1B.1,S1,None,Northern California Black Walnut,Flowering Plants - Dicots,G5,G5,NA,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160550/Juglans_hindsii,Juglans hindsii,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juglans+hindsii%22%5BOrganism%5D+OR+%22Juglans+hindsii%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,13724
1,Juglans regia,Juglans regia,Persian Or English Walnut,Waif,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29576,NA,NA,NA,NA,NA,NA,English Walnut,Flowering Plants - Dicots,GNR,GNR,NA,"Canada: BC, ON
United States: CA, MI, NY, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133128/Juglans_regia,Juglans regia,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juglans+regia%22%5BOrganism%5D+OR+%22Juglans+regia%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,198984
1,Juncus acuminatus,Juncus acuminatus,Tapered Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29592,NA,NA,NA,NA,NA,NA,Sharp-fruit Rush,Flowering Plants - Monocots,G5,G5,NA,"Canada: BC, NS, ON, QC
United States: AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WA, WI, WV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158814/Juncus_acuminatus,Juncus acuminatus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+acuminatus%22%5BOrganism%5D+OR+%22Juncus+acuminatus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,6
1,Juncus ambiguus,Juncus ambiguus,Frog Rush,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29601,NA,NA,NA,NA,NA,NA,Seaside Rush,Flowering Plants - Monocots,G5,G5,NA,"Canada: BC, LB, MB, NB, NF, NS, NT, ON, QC
United States: AK, AZ, CA, CO, CT, KS, MA, ME, MN, NE, NY, RI, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137358/Juncus_ambiguus,Juncus ambiguus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+ambiguus%22%5BOrganism%5D+OR+%22Juncus+ambiguus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,7
1,Juncus bolanderi,Juncus bolanderi,Bolander'S Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29610,NA,NA,NA,NA,NA,NA,Bolander's Rush,Flowering Plants - Monocots,G5,G5,NA,"Canada: BC
United States: CA, ID, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150110/Juncus_bolanderi,Juncus bolanderi,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+bolanderi%22%5BOrganism%5D+OR+%22Juncus+bolanderi%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,2
1,Juncus breweri,Juncus breweri,Salt Or Brewer'S Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29616,NA,NA,NA,NA,NA,NA,Brewer's Rush,Flowering Plants - Monocots,G3G4,G3,NA,"Canada: BC
United States: CA, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.640102/Juncus_breweri,Juncus breweri,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+breweri%22%5BOrganism%5D+OR+%22Juncus+breweri%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,2
1,Juncus bryoides,Juncus bryoides,Moss Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29617,NA,NA,NA,NA,NA,NA,Moss Rush,Flowering Plants - Monocots,G4,G4,NA,"United States: CA, CO, ID, NV, OR, UT, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156890/Juncus_bryoides,Juncus bryoides,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+bryoides%22%5BOrganism%5D+OR+%22Juncus+bryoides%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Juncus bufonius,Juncus bufonius,Toad Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29618,NA,NA,NA,NA,NA,NA,Toad Rush,Flowering Plants - Monocots,G5,G5,NA,"Canada: AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT
United States: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152671/Juncus_bufonius,Juncus bufonius,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+bufonius%22%5BOrganism%5D+OR+%22Juncus+bufonius%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,40
1,Juncus bufonius var. bufonius,Juncus bufonius var. bufonius,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=60331,NA,NA,NA,NA,NA,NA,Toad Rush,Flowering Plants - Monocots,G5T5,T5,NA,"Canada: AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, SK, YT
United States: AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.157192/Juncus_bufonius_var_bufonius,Juncus bufonius * bufonius,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+bufonius+var.+bufonius%22%5BOrganism%5D+OR+%22Juncus+bufonius+var.+bufonius%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Juncus bufonius var. congestus,Juncus bufonius var. congestus,Clustered Toad Rush,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=60332,NA,NA,NA,NA,NA,NA,Toad Rush,Flowering Plants - Monocots,G5T2T4,T3,NA,"United States: CA, IL, ME, NH, VT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159145/Juncus_bufonius_var_congestus,Juncus bufonius * congestus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+bufonius+var.+congestus%22%5BOrganism%5D+OR+%22Juncus+bufonius+var.+congestus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Juncus bufonius var. occidentalis,Juncus bufonius var. occidentalis,Western Toad Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=60334,NA,NA,NA,NA,NA,NA,Toad Rush,Flowering Plants - Monocots,G5TNR,TNR,NA,"Canada: BC
United States: AZ, CA, CO, ID, NV, OR, UT, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.144622/Juncus_bufonius_var_occidentalis,Juncus bufonius * occidentalis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+bufonius+var.+occidentalis%22%5BOrganism%5D+OR+%22Juncus+bufonius+var.+occidentalis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Juncus bulbosus,Juncus bulbosus,Bulbous Rush,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29620,NA,NA,NA,NA,NA,NA,Bulbous Rush,Flowering Plants - Monocots,G5?,G5,NA,"Canada: BC, LB, NF, NS
United States: MA, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147893/Juncus_bulbosus,Juncus bulbosus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+bulbosus%22%5BOrganism%5D+OR+%22Juncus+bulbosus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,22
1,Juncus capillaris,Juncus capillaris,Hairstemmed Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29624,NA,NA,NA,NA,NA,NA,Hairy-stem Rush,Flowering Plants - Monocots,G4,G4,NA,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.131236/Juncus_capillaris,Juncus capillaris,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+capillaris%22%5BOrganism%5D+OR+%22Juncus+capillaris%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Juncus capitatus,Juncus capitatus,Dwarf Rush,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29625,NA,NA,NA,NA,NA,NA,Capped Rush,Flowering Plants - Monocots,GNR,GNR,NA,"United States: AL, CA, LA, OK, TX",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146573/Juncus_capitatus,Juncus capitatus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+capitatus%22%5BOrganism%5D+OR+%22Juncus+capitatus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,11
1,Juncus chlorocephalus,Juncus chlorocephalus,Greenheaded Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29628,NA,NA,NA,NA,NA,NA,Green-head Rush,Flowering Plants - Monocots,G3?,G3,NA,"United States: CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135923/Juncus_chlorocephalus,Juncus chlorocephalus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+chlorocephalus%22%5BOrganism%5D+OR+%22Juncus+chlorocephalus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Juncus confusus,Juncus confusus,Colorado Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29630,NA,NA,NA,NA,NA,NA,Colorado Rush,Flowering Plants - Monocots,G5,G5,NA,"Canada: AB, BC, SK
United States: AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133342/Juncus_confusus,Juncus confusus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+confusus%22%5BOrganism%5D+OR+%22Juncus+confusus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,3
1,Juncus cooperi,Juncus cooperi,Cooper'S Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29632,Cooper's rush,Juncaceae,perennial herb,4.3,S3,None,Cooper's Rush,Flowering Plants - Monocots,G4,G4,NA,"United States: AZ, CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148406/Juncus_cooperi,Juncus cooperi,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+cooperi%22%5BOrganism%5D+OR+%22Juncus+cooperi%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,4
1,Juncus covillei,Juncus covillei,Coville'S Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29635,NA,NA,NA,NA,NA,NA,Coville's Rush,Flowering Plants - Monocots,G5,G5,NA,"Canada: BC
United States: CA, ID, MT, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.153477/Juncus_covillei,Juncus covillei,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+covillei%22%5BOrganism%5D+OR+%22Juncus+covillei%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,13
1,Juncus cyperoides,Juncus cyperoides,Bolivian Rush,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29637,NA,NA,NA,NA,NA,NA,Forbestown Rush,Flowering Plants - Monocots,G5,G5,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135922/Juncus_cyperoides,Juncus cyperoides,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+cyperoides%22%5BOrganism%5D+OR+%22Juncus+cyperoides%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Juncus dichotomus,Juncus dichotomus,Dichotomous Rush,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29639,NA,NA,NA,NA,NA,NA,Forked Rush,Flowering Plants - Monocots,G5,G5,NA,"United States: AL, AR, CO, CT, DC, DE, FL, GA, LA, MA, MD, ME, MI, MS, NC, NH, NJ, NM, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138352/Juncus_dichotomus,Juncus dichotomus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+dichotomus%22%5BOrganism%5D+OR+%22Juncus+dichotomus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,7
1,Juncus diffusissimus,Juncus diffusissimus,Slim-Pod Rush,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29641,NA,NA,NA,NA,NA,NA,Diffuse Rush,Flowering Plants - Monocots,G5,G5,NA,"United States: AL, AR, CA, DC, DE, FL, GA, IL, IN, KS, KY, LA, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151983/Juncus_diffusissimus,Juncus diffusissimus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+diffusissimus%22%5BOrganism%5D+OR+%22Juncus+diffusissimus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,2
1,Juncus digitatus,Juncus digitatus,Finger Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=87482,finger rush,Juncaceae,annual herb,1B.1,S1,None,Finger Rush,Flowering Plants - Monocots,G1,G1,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.820811/Juncus_digitatus,Juncus digitatus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+digitatus%22%5BOrganism%5D+OR+%22Juncus+digitatus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Juncus drummondii,Juncus drummondii,Drummond'S Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29642,NA,NA,NA,NA,NA,NA,Drummond's Rush,Flowering Plants - Monocots,G5,G5,NA,"Canada: AB, BC, NT, YT
United States: AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149832/Juncus_drummondii,Juncus drummondii,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+drummondii%22%5BOrganism%5D+OR+%22Juncus+drummondii%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,11
1,Juncus dubius,Juncus dubius,Mariposa Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29643,NA,NA,NA,NA,NA,NA,Mariposa Rush,Flowering Plants - Monocots,G5,G5,NA,"United States: CA, ID, NV, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158092/Juncus_dubius,Juncus dubius,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+dubius%22%5BOrganism%5D+OR+%22Juncus+dubius%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Juncus dudleyi,Juncus dudleyi,Dudley'S Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29644,Dudley's rush,Juncaceae,perennial herb,2B.3,S1,None,Dudley's Rush,Flowering Plants - Monocots,G5,G5,NA,"Canada: AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT
United States: AL, AR, AZ, CA, CO, CT, DC, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TN, TX, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148398/Juncus_dudleyi,Juncus dudleyi,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+dudleyi%22%5BOrganism%5D+OR+%22Juncus+dudleyi%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,21
1,Juncus duranii,Juncus duranii,Duran'S Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29645,Duran's rush,Juncaceae,perennial rhizomatous herb,4.3,S3,None,Duran's Rush,Flowering Plants - Monocots,G3,G3,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.136768/Juncus_duranii,Juncus duranii,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+duranii%22%5BOrganism%5D+OR+%22Juncus+duranii%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Juncus effusus,Juncus effusus,Soft Or Lamp Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29646,NA,NA,NA,NA,NA,NA,Soft Rush,Flowering Plants - Monocots,G5,G5,NA,"Canada: BC, NB, NF, NS, ON, PE, QC
United States: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WA, WI, WV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138704/Juncus_effusus,Juncus effusus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+effusus%22%5BOrganism%5D+OR+%22Juncus+effusus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,228
1,Juncus elliottii,Juncus elliottii,Elliott'S Rush,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29650,NA,NA,NA,NA,NA,NA,Bog Rush,Flowering Plants - Monocots,G4G5,G4,NA,"United States: AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, NJ, SC, TN, TX, VA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132938/Juncus_elliottii,Juncus elliottii,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+elliottii%22%5BOrganism%5D+OR+%22Juncus+elliottii%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,2
1,Juncus ensifolius,Juncus ensifolius,"Dagger Rush, Swordleaved Rush",Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29651,NA,NA,NA,NA,NA,NA,Daggerleaf Rush,Flowering Plants - Monocots,G5,G5,NA,"Canada: BC, ON
United States",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.758048/Juncus_ensifolius,Juncus ensifolius,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+ensifolius%22%5BOrganism%5D+OR+%22Juncus+ensifolius%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,14
1,Juncus falcatus,Juncus falcatus,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29652,NA,NA,NA,NA,NA,NA,Sickleleaf Rush,Flowering Plants - Monocots,G5,G5,NA,"Canada: BC
United States: AK, CA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148728/Juncus_falcatus,Juncus falcatus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+falcatus%22%5BOrganism%5D+OR+%22Juncus+falcatus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,9
1,Juncus hemiendytus,Juncus hemiendytus,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=29664,NA,NA,NA,NA,NA,NA,Hermann's Dwarf Rush,Flowering Plants - Monocots,G5,G5,NA,"Canada: BC
United States: CA, ID, NV, OR, UT, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.157315/Juncus_hemiendytus,Juncus hemiendytus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Juncus+hemiendytus%22%5BOrganism%5D+OR+%22Juncus+hemiendytus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,4
