,Scientific.Name,seqs,Species.Group,CRPR,Literature.Count,area
1793,Cryptantha nubigena,11,Flowering Plants - Dicots,native,34,5310.970655
1794,Cryptantha oxygona,1,Flowering Plants - Dicots,native,12,11127.74804
1795,Cryptantha pterocarya,10,Flowering Plants - Dicots,native,244,48051.63926
1796,Cryptantha pterocarya var. cycloptera,1,Flowering Plants - Dicots,native,7,12898.07159
1797,Cryptantha pterocarya var. pterocarya,1,Flowering Plants - Dicots,native,23,44510.99215
1798,Cryptantha pterocarya var. purpusii,1,Flowering Plants - Dicots,native,4,4805.163926
1799,Cryptantha racemosa,6,Flowering Plants - Dicots,native,42,6250.326013
1800,Cryptantha rattanii,1,Flowering Plants - Dicots,4.3,50,3287.743739
1801,Cryptantha recurvata,1,Flowering Plants - Dicots,native,40,10369.03794
1802,Cryptantha roosiorum,2,Flowering Plants - Dicots,native,10,108.3871563
1803,Cryptantha rostellata,1,Flowering Plants - Dicots,4.2,15,4299.357197
1804,Cryptantha scoparia,2,Flowering Plants - Dicots,4.3,44,2781.93701
1805,Cryptantha similis,4,Flowering Plants - Dicots,native,7,1698.065449
1806,Cryptantha simulans,8,Flowering Plants - Dicots,native,39,17703.23552
1807,Cryptantha sparsiflora,1,Flowering Plants - Dicots,native,5,3034.840374
1808,Cryptantha torreyana,3,Flowering Plants - Dicots,native,133,40211.63496
1809,Cryptantha traskiae,2,Flowering Plants - Dicots,1B.1,24,1011.613458
1810,Cryptantha tumulosa,0,Flowering Plants - Dicots,4.3,14,1553.54924
1811,Cryptantha utahensis,1,Flowering Plants - Dicots,native,44,28325.17682
1812,Cryptantha virginensis,2,Flowering Plants - Dicots,native,26,4913.551086
1813,Cryptantha watsonii,3,Flowering Plants - Dicots,native,59,19220.6557
1814,Cryptogramma acrostichoides,125,Ferns and relatives - Leptosporangiate Ferns,native,340,168180.7374
1815,Cryptogramma cascadensis,16,Ferns and relatives - Leptosporangiate Ferns,native,33,11380.6514
1816,Cucumis myriocarpus,41,Flowering Plants - Dicots,weed,869,77243.91339
1817,Cucurbita digitata,142,Flowering Plants - Dicots,native,287,29842.59701
1818,Cucurbita foetidissima,518,Flowering Plants - Dicots,native,1900,275158.8606
1819,Cucurbita palmata,136,Flowering Plants - Dicots,native,222,54121.32
1820,Cucurbita pepo var. pepo,74774,Flowering Plants - Dicots,weed,103046,252.9033647
1821,Cuscuta approximata,37,Flowering Plants - Dicots,weed,565,24098.07775
1822,Cuscuta brachycalyx,45,Flowering Plants - Dicots,native,24,1770.323552
1823,Cuscuta californica,117,Flowering Plants - Dicots,native,227,37682.60131
1824,Cuscuta californica var. apiculata,0,Flowering Plants - Dicots,native,3,108.3871563
1825,Cuscuta californica var. californica,1,Flowering Plants - Dicots,native,10,31107.11383
1826,Cuscuta californica var. papillosa,22,Flowering Plants - Dicots,native,4,3793.550468
1827,Cuscuta campestris,2802,Flowering Plants - Dicots,native,5979,142529.1105
1828,Cuscuta cephalanthi,19,Flowering Plants - Dicots,native,136,16185.81533
1829,Cuscuta denticulata,65,Flowering Plants - Dicots,native,64,9357.424487
1830,Cuscuta howelliana,26,Flowering Plants - Dicots,native,37,3540.647103
1831,Cuscuta indecora var. indecora,1,Flowering Plants - Dicots,native,43,10116.13458
1832,Cuscuta jepsonii,8,Flowering Plants - Dicots,1B.2,608,144.5162084
1833,Cuscuta obtusiflora var. glandulosa,16,Flowering Plants - Dicots,2B.2,35,1517.420187
1834,Cuscuta salina,27,Flowering Plants - Dicots,native,428,13909.68505
1835,Cuscuta suaveolens,15454,Flowering Plants - Dicots,weed,201,8851.617765
1836,Cuscuta suksdorfii,21,Flowering Plants - Dicots,native,16,1770.323552
1837,Cusickiella douglasii,42,Flowering Plants - Dicots,native,31,9863.231216
1838,Cusickiella quadricostata,11,Flowering Plants - Dicots,1B.2,25,758.7100935
1839,Cycladenia humilis var. humilis,3,Flowering Plants - Dicots,native,5,4552.260561
1840,Cycladenia humilis var. jonesii,1,Flowering Plants - Dicots,native,110,758.7100935
1841,Cycladenia humilis var. venusta,1,Flowering Plants - Dicots,native,10,1517.420187
1842,Cycloloma atriplicifolium,22,Flowering Plants - Dicots,weed,464,30240.01661
1843,Cyclospermum leptophyllum,23,Flowering Plants - Dicots,weed,1482,137001.3656
1844,Cylindropuntia echinocarpa,2,Flowering Plants - Dicots,native,488,90286.50113
1845,Cymbalaria muralis,52,Flowering Plants - Dicots,weed,2020,122441.3576
1846,Cymopterus aboriginum,6,Flowering Plants - Dicots,native,17,2167.743126
1847,Cymopterus cinerarius,6,Flowering Plants - Dicots,native,29,903.2263025
1848,Cymopterus deserticola,6,Flowering Plants - Dicots,1B.2,49,252.9033645
1849,Cymopterus gilmanii,6,Flowering Plants - Dicots,2B.3,12,2023.226916
1850,Cymopterus globosus,5,Flowering Plants - Dicots,2B.2,26,1517.420187
1851,Cymopterus multinervatus,15,Flowering Plants - Dicots,2B.2,34,5744.519284
1852,Cymopterus panamintensis,8,Flowering Plants - Dicots,native,17,867.0972504
1853,Cymopterus panamintensis var. acutifolius,6,Flowering Plants - Dicots,native,6,1481.291136
1854,Cymopterus panamintensis var. panamintensis,2,Flowering Plants - Dicots,native,2,650.3229378
1855,Cymopterus purpurascens,6,Flowering Plants - Dicots,native,46,4516.131513
1856,Cymopterus ripleyi,10,Flowering Plants - Dicots,native,46,1517.420187
1857,Cynodon dactylon,21324,Flowering Plants - Monocots,weed,89600,1711397.068
1858,Cynoglossum grande,7,Flowering Plants - Dicots,native,153,8273.552931
1859,Cynoglossum occidentale,12,Flowering Plants - Dicots,native,48,3685.163314
1860,Cynoglossum officinale,54,Flowering Plants - Dicots,weed,6890,1206349.049
1861,Cynosurus cristatus,69,Flowering Plants - Monocots,weed,8430,115034.9019
1862,Cynosurus echinatus,30,Flowering Plants - Monocots,weed,2860,596599.0369
1863,Cyperus acuminatus,7,Flowering Plants - Monocots,native,366,48304.54262
1864,Cyperus bipartitus,9,Flowering Plants - Monocots,native,457,101920.0559
1865,Cyperus difformis,53,Flowering Plants - Monocots,weed,6010,148382.017
1866,Cyperus eragrostis,24,Flowering Plants - Monocots,native,1640,819659.8043
1867,Cyperus erythrorhizos,17,Flowering Plants - Monocots,native,727,87757.46748
1868,Cyperus esculentus,93,Flowering Plants - Monocots,native,19100,402875.0596
1869,Cyperus esculentus var. heermannii,1,Flowering Plants - Monocots,native,5,252.9033645
1870,Cyperus esculentus var. leptostachyus,8,Flowering Plants - Monocots,native,55,41476.15178
1871,Cyperus esculentus var. macrostachyus,5,Flowering Plants - Monocots,native,13,4046.453832
1872,Cyperus flavescens,33,Flowering Plants - Monocots,weed,1421,121176.8407
1873,Cyperus flavicomus,0,Flowering Plants - Monocots,weed,114,1372.90398
1874,Cyperus fuscus,96,Flowering Plants - Monocots,weed,2920,113553.6108
1875,Cyperus involucratus,24,Flowering Plants - Monocots,weed,954,0
1876,Cyperus iria,68,Flowering Plants - Monocots,weed,5600,119514.9043
1877,Cyperus laevigatus,13,Flowering Plants - Monocots,native,1350,99896.82898
1878,Cyperus niger,10,Flowering Plants - Monocots,native,202,61202.61421
1879,Cyperus odoratus,30,Flowering Plants - Monocots,native,2520,276170.474
1880,Cyperus parishii,1,Flowering Plants - Monocots,native,7,5310.970655
1881,Cyperus rotundus,616,Flowering Plants - Monocots,weed,39700,174250.4183
1882,Cyperus squarrosus,11,Flowering Plants - Monocots,native,1164,239499.4862
1883,Cyperus strigosus,20,Flowering Plants - Monocots,native,1450,206116.2421
1884,Cypripedium californicum,14,Flowering Plants - Monocots,4.2,153,6828.390842
1885,Cypripedium fasciculatum,18,Flowering Plants - Monocots,4.2,335,3540.647103
1886,Cypripedium montanum,11,Flowering Plants - Monocots,4.2,295,26049.04654
1887,Cypripedium parviflorum var. makasin,1,Flowering Plants - Monocots,native,60,18461.94561
1888,Cypselea humifusa,22,Flowering Plants - Dicots,weed,63,1878.710709
1889,Cyrtomium falcatum,65,Ferns and relatives - Leptosporangiate Ferns,weed,1580,86818.1122
1890,Cystopteris fragilis,349,Ferns and relatives - Leptosporangiate Ferns,native,7810,2387407.761
1891,Cytisus multiflorus,12,Flowering Plants - Dicots,weed,1410,40934.21603
1892,Cytisus scoparius,1236,Flowering Plants - Dicots,weed,14790,2182303.132
1893,Cytisus striatus,24,Flowering Plants - Dicots,weed,2050,117094.2578
1894,Dactylis glomerata,66535,Flowering Plants - Monocots,weed,73100,4540879.91
1895,Dactyloctenium aegyptium,138,Flowering Plants - Monocots,weed,6220,173491.7082
1896,Dalea mollis,3,Flowering Plants - Dicots,native,110,53362.60991
1897,Dalea mollissima,2,Flowering Plants - Dicots,native,35,32877.43739
1898,Dalea ornata,1,Flowering Plants - Dicots,2B.1,125,9863.231216
1899,Dalea searlsiae,1,Flowering Plants - Dicots,native,126,13403.87832
1900,Damasonium californicum,5,Flowering Plants - Monocots,native,89,13403.87832
1901,Danthonia californica,36,Flowering Plants - Monocots,native,1140,69801.3286
1902,Danthonia decumbens,33,Flowering Plants - Monocots,weed,4920,109832.3184
1903,Danthonia unispicata,13,Flowering Plants - Monocots,native,312,38188.40804
1904,Darlingtonia californica,25,Flowering Plants - Dicots,4.2,838,13909.68505
1905,Darmera peltata,16,Flowering Plants - Dicots,native,634,60696.80748
1906,Dasiphora fruticosa,451,Flowering Plants - Dicots,native,10280,1197497.431
1907,Dasyochloa pulchella,31,Flowering Plants - Monocots,native,1107,64490.35795
1908,Datisca glomerata,131,Flowering Plants - Dicots,native,2180,49821.96281
1909,Datura discolor,11,Flowering Plants - Dicots,native,460,110518.7703
1910,Datura ferox,24,Flowering Plants - Dicots,weed,2700,34214.21234
1911,Datura stramonium,271,Flowering Plants - Dicots,weed,46595,201708.4979
1912,Datura wrightii,20,Flowering Plants - Dicots,native,4743,284769.1884
1913,Daucus carota,89866,Flowering Plants - Dicots,weed,128000,195891.7205
1914,Daucus pusillus,420,Flowering Plants - Dicots,native,908,147948.4682
1915,Dedeckera eurekensis,9,Flowering Plants - Dicots,1B.3,164,1517.420187
1916,Deinandra bacigalupii,2,Flowering Plants - Dicots,1B.1,13,252.9033645
1917,Delairea odorata,15,Flowering Plants - Dicots,weed,1132,153512.3423
1918,Delphinium andersonii,2,Flowering Plants - Dicots,native,142,24531.62636
1919,Delphinium bakeri,5,Flowering Plants - Dicots,1B.1,22,1264.516823
1920,Delphinium californicum,2,Flowering Plants - Dicots,native,35,6575.487477
1921,Delphinium cardinale,3,Flowering Plants - Dicots,native,181,29083.88692
1922,Delphinium decorum,5,Flowering Plants - Dicots,native,65,9610.327851
1923,Delphinium depauperatum,2,Flowering Plants - Dicots,native,61,252.9033645
1924,Delphinium glaucum,15,Flowering Plants - Dicots,native,380,93321.3415
1925,Delphinium gracilentum,0,Flowering Plants - Dicots,native,28,15427.10523
1926,Delphinium gypsophilum,4,Flowering Plants - Dicots,native,97,8851.617758
1927,Delphinium hansenii,3,Flowering Plants - Dicots,native,15,6828.390842
1928,Delphinium hesperium,12,Flowering Plants - Dicots,native,82,14668.39514
1929,Delphinium hutchinsoniae,2,Flowering Plants - Dicots,1B.2,9,505.806729
1930,Delphinium inopinum,0,Flowering Plants - Dicots,4.3,8,505.806729
1931,Delphinium luteum,8,Flowering Plants - Dicots,1B.1,43,758.7100935
1932,Delphinium nudicaule,5,Flowering Plants - Dicots,native,254,48810.34935
1933,Delphinium nuttallianum,7,Flowering Plants - Dicots,native,808,162869.7667
1934,Delphinium parishii,2,Flowering Plants - Dicots,native,86,46534.21907
1935,Delphinium parryi,2,Flowering Plants - Dicots,native,100,38188.40804
1936,Delphinium patens,2,Flowering Plants - Dicots,native,41,16185.81533
1937,Delphinium polycladon,2,Flowering Plants - Dicots,native,18,7840.0043
1938,Delphinium purpusii,0,Flowering Plants - Dicots,1B.3,15,2529.033645
1939,Delphinium recurvatum,9,Flowering Plants - Dicots,1B.2,54,3540.647103
1940,Delphinium scaposum,2,Flowering Plants - Dicots,2B.3,143,31360.0172
1941,Delphinium stachydeum,2,Flowering Plants - Dicots,2B.3,31,2529.033645
1942,Delphinium trolliifolium,2,Flowering Plants - Dicots,native,39,14921.29851
1943,Delphinium uliginosum,0,Flowering Plants - Dicots,4.2,56,2023.226916
1944,Delphinium umbraculorum,0,Flowering Plants - Dicots,1B.3,11,5563.874019
1945,Delphinium variegatum,0,Flowering Plants - Dicots,native,135,18967.75234
1946,Dendromecon harfordii,6,Flowering Plants - Dicots,native,58,3034.840374
1947,Dendromecon rigida,8,Flowering Plants - Dicots,native,385,63984.55122
1948,Deschampsia cespitosa,531,Flowering Plants - Monocots,native,11700,80170.36655
1949,Deschampsia danthonioides,9,Flowering Plants - Monocots,native,356,6069.680748
1950,Deschampsia elongata,37,Flowering Plants - Monocots,native,380,97114.89197
1951,Descurainia californica,23,Flowering Plants - Dicots,native,73,16944.52542
1952,Descurainia incana,30,Flowering Plants - Dicots,native,302,27313.56337
1953,Descurainia paradisa,36,Flowering Plants - Dicots,native,12,1011.613458
1954,Descurainia pinnata,234,Flowering Plants - Dicots,native,1913,156547.1826
1955,Descurainia sophia,1198,Flowering Plants - Dicots,weed,9130,1277667.797
1956,Desmazeria rigida,31,Flowering Plants - Monocots,weed,1164,60118.74269
1957,Dicentra formosa,36,Flowering Plants - Dicots,native,748,347995.0296
1958,Dicentra nevadensis,1,Flowering Plants - Dicots,4.3,11,1770.323552
1959,Dicentra pauciflora,1,Flowering Plants - Dicots,native,31,6322.584113
1960,Dicentra uniflora,8,Flowering Plants - Dicots,native,101,27819.3701
1961,Dichelostemma congestum,83,Flowering Plants - Monocots,native,162,53109.70655
1962,Dichelostemma ida-maia,86,Flowering Plants - Monocots,native,125,17450.33215
1963,Dichelostemma multiflorum,16,Flowering Plants - Monocots,native,96,36670.98785
1964,Dichelostemma volubile,6,Flowering Plants - Monocots,native,101,19979.3658
1965,Dichondra micrantha,7,Flowering Plants - Dicots,weed,390,27313.56339
1966,Dichondra occidentalis,3,Flowering Plants - Dicots,4.2,38,10874.84467
1967,Dicoria canescens,9,Flowering Plants - Dicots,native,245,20990.97925
1968,Digitalis purpurea,7783,Flowering Plants - Dicots,weed,21100,2712641.488
1969,Digitaria californica var. californica,1,Flowering Plants - Monocots,2B.3,400,5744.519284
1970,Digitaria ischaemum,30,Flowering Plants - Monocots,weed,3850,135086.5258
1971,Digitaria sanguinalis,993,Flowering Plants - Monocots,weed,21500,120887.8083
1972,Dimeresia howellii,20,Flowering Plants - Dicots,2B.3,27,7334.197571
1973,Dimorphotheca sinuata,42,Flowering Plants - Dicots,weed,488,13656.78169
1974,Diodia teres,17,Flowering Plants - Dicots,weed,2568,42343.24906
1975,Diospyros virginiana,55,Flowering Plants - Dicots,weed,7150,177827.1944
1976,Diplacus aridus,15,Flowering Plants - Dicots,4.3,33,2276.130281
1977,Diplacus aurantiacus,42,Flowering Plants - Dicots,native,1990,66513.58486
1978,Diplacus brandegeei,1,Flowering Plants - Dicots,native,28,252.9033645
1979,Diplacus calycinus,6,Flowering Plants - Dicots,native,18,6828.390842
1980,Diplacus clevelandii,6,Flowering Plants - Dicots,4.2,53,3793.550468
1981,Diplacus cusickioides,1,Flowering Plants - Dicots,2B.3,5,6069.680748
1982,Diplacus grandiflorus,9,Flowering Plants - Dicots,native,31,7840.0043
1983,Diplacus linearis,1,Flowering Plants - Dicots,native,27,3034.840374
1984,Diplacus longiflorus,8,Flowering Plants - Dicots,native,216,37682.60131
1985,Diplacus parviflorus,16,Flowering Plants - Dicots,4.3,47,2276.130281
1986,Diplacus puniceus,21,Flowering Plants - Dicots,native,98,23267.10953
1987,Diplacus traskiae,0,Flowering Plants - Dicots,native,19,0
1988,Diplotaxis muralis,21,Flowering Plants - Dicots,weed,2590,105496.8321
1989,Diplotaxis tenuifolia,584,Flowering Plants - Dicots,weed,4890,113951.0303
1990,Dipsacus fullonum,51,Flowering Plants - Dicots,weed,6600,1039938.635
1991,Dipsacus sativus,8,Flowering Plants - Dicots,weed,481,69042.61851
1992,Dirca occidentalis,12,Flowering Plants - Dicots,1B.2,627,2276.130281
1993,Dissanthelium californicum,6,Flowering Plants - Monocots,1B.2,34,144.5162084
1994,Distichlis spicata,94,Flowering Plants - Monocots,native,13723,276929.1841
1995,Dithyrea californica,6,Flowering Plants - Dicots,native,97,46534.21907
1996,Dithyrea maritima,0,Flowering Plants - Dicots,1B.1,117,2529.033645
1997,Dittrichia graveolens,9,Flowering Plants - Dicots,weed,1140,617842.9195
1998,Dittrichia viscosa,26,Flowering Plants - Dicots,weed,4050,134327.8157
1999,Dodecahema leptoceras,4,Flowering Plants - Dicots,1B.1,88,2781.93701
2000,Dopatrium junceum,5,Flowering Plants - Dicots,weed,330,6683.874639
2001,Downingia bacigalupii,13,Flowering Plants - Dicots,native,150,15174.20187
2002,Downingia bella,8,Flowering Plants - Dicots,native,52,5816.777384
2003,Downingia bicornuta,9,Flowering Plants - Dicots,native,71,10369.03794
2004,Downingia bicornuta var. bicornuta,5,Flowering Plants - Dicots,native,3,6575.487477
2005,Downingia bicornuta var. picta,3,Flowering Plants - Dicots,native,4,758.7100935
2006,Downingia concolor,5,Flowering Plants - Dicots,native,96,2781.93701
2007,Downingia concolor var. brevior,0,Flowering Plants - Dicots,1B.1,30,252.9033645
2008,Downingia concolor var. concolor,3,Flowering Plants - Dicots,native,5,2023.226916
2009,Downingia cuspidata,14,Flowering Plants - Dicots,native,90,12898.07159
2010,Downingia elegans,13,Flowering Plants - Dicots,native,102,13150.97495
2011,Downingia insignis,5,Flowering Plants - Dicots,native,39,11127.74804
2012,Downingia laeta,11,Flowering Plants - Dicots,2B.2,46,5563.874019
2013,Downingia montana,4,Flowering Plants - Dicots,native,6,3034.840374
2014,Downingia ornatissima,8,Flowering Plants - Dicots,native,29,6828.390842
2015,Downingia ornatissima var. eximia,0,Flowering Plants - Dicots,native,5,2276.130281
2016,Downingia ornatissima var. ornatissima,0,Flowering Plants - Dicots,native,3,3793.550468
2017,Downingia pulchella,5,Flowering Plants - Dicots,native,51,7081.294206
2018,Downingia pulcherrima,1,Flowering Plants - Dicots,native,2,2023.226916
2019,Downingia pusilla,7,Flowering Plants - Dicots,2B.2,75,1264.516823
2020,Downingia willamettensis,1,Flowering Plants - Dicots,2B.2,3,505.806729
2021,Downingia yina,30,Flowering Plants - Dicots,weed,68,3070.969429
2022,Draba albertina,13,Flowering Plants - Dicots,native,91,36165.18112
2023,Draba asterophora,1,Flowering Plants - Dicots,native,55,1011.613458
2024,Draba aureola,4,Flowering Plants - Dicots,1B.3,41,1517.420187
2025,Draba breweri,4,Flowering Plants - Dicots,native,54,6322.584113
2026,Draba californica,1,Flowering Plants - Dicots,4.2,12,758.7100935
2027,Draba cana,35,Flowering Plants - Dicots,2B.3,166,36670.98785
2028,Draba carnosula,1,Flowering Plants - Dicots,1B.3,21,1011.613458
2029,Draba corrugata,5,Flowering Plants - Dicots,native,35,2781.93701
2030,Draba cruciata,3,Flowering Plants - Dicots,1B.3,15,1011.613458
2031,Draba cuneifolia,19,Flowering Plants - Dicots,native,422,19726.46245
2032,Draba densifolia,16,Flowering Plants - Dicots,native,87,8092.907664
2033,Draba howellii,1,Flowering Plants - Dicots,4.3,21,3793.550468
2034,Draba incrassata,1,Flowering Plants - Dicots,1B.3,9,252.9033645
2035,Draba lemmonii,3,Flowering Plants - Dicots,native,35,5816.777384
2036,Draba lonchocarpa,52,Flowering Plants - Dicots,2B.3,125,23267.10953
2037,Draba monoensis,1,Flowering Plants - Dicots,1B.2,7,758.7100935
2038,Draba nemorosa,20104,Flowering Plants - Dicots,weed,2160,147262.0164
2039,Draba oligosperma,23,Flowering Plants - Dicots,native,191,28578.08019
2040,Draba praealta,6,Flowering Plants - Dicots,2B.3,29,10116.13458
2041,Draba pterosperma,0,Flowering Plants - Dicots,4.3,10,505.806729
2042,Draba reptans,22,Flowering Plants - Dicots,weed,346,13078.71686
2043,Draba sharsmithii,1,Flowering Plants - Dicots,1B.3,12,505.806729
2044,Draba sierrae,1,Flowering Plants - Dicots,1B.3,15,1770.323552
2045,Draba subumbellata,3,Flowering Plants - Dicots,4.3,6,1517.420187
2046,Draba verna,79,Flowering Plants - Dicots,weed,2731,160702.0237
2047,Draperia systyla,14,Flowering Plants - Dicots,native,58,16944.52542
2048,Drosanthemum floribundum,7,Flowering Plants - Dicots,weed,207,16547.10586
2049,Drosera anglica,20,Flowering Plants - Dicots,2B.3,3860,1320661.369
2050,Drosera capensis,28,Flowering Plants - Dicots,weed,900,6611.616534
2051,Drosera capillaris,12,Flowering Plants - Dicots,weed,508,46570.34816
2052,Drosera filiformis,11,Flowering Plants - Dicots,weed,375,16438.71871
2053,Drosera intermedia,13,Flowering Plants - Dicots,weed,3350,73667.13723
2054,Drosera rotundifolia,39,Flowering Plants - Dicots,native,12700,2703031.16
2055,Drosera tracyi,2,Flowering Plants - Dicots,weed,73,8165.165775
2056,Drymocallis cuneifolia,0,Flowering Plants - Dicots,native,7,108.3871563
2057,Drymocallis cuneifolia var. cuneifolia,0,Flowering Plants - Dicots,1B.1,5,0
2058,Drymocallis cuneifolia var. ewanii,1,Flowering Plants - Dicots,1B.3,5,252.9033645
2059,Drymocallis glandulosa,31,Flowering Plants - Dicots,native,917,85734.24057
2060,Drymocallis glandulosa var. glandulosa,2,Flowering Plants - Dicots,native,30,37682.60131
2061,Drymocallis glandulosa var. reflexa,3,Flowering Plants - Dicots,native,19,505.806729
2062,Drymocallis glandulosa var. viscida,1,Flowering Plants - Dicots,native,2,2781.93701
2063,Drymocallis glandulosa var. wrangelliana,1,Flowering Plants - Dicots,native,3,16691.62206
2064,Drymocallis hansenii,1,Flowering Plants - Dicots,native,18,3287.743739
2065,Drymocallis lactea,10,Flowering Plants - Dicots,native,19,28325.17682
2066,Drymocallis lactea var. austiniae,2,Flowering Plants - Dicots,native,4,8851.617758
2067,Drymocallis lactea var. lactea,1,Flowering Plants - Dicots,native,33,28325.17682
2068,Drymocallis pseudorupestris,6,Flowering Plants - Dicots,native,23,1770.323552
2069,Drymocallis pseudorupestris var. crumiana,1,Flowering Plants - Dicots,native,4,1011.613458
2070,Drymocallis pseudorupestris var. saxicola,1,Flowering Plants - Dicots,native,2,10369.03794
2071,Drymocallis rhomboidea,1,Flowering Plants - Dicots,native,11,2529.033645
2072,Dryopteris arguta,25,Ferns and relatives - Leptosporangiate Ferns,native,314,73341.97571
2073,Dryopteris expansa,91,Ferns and relatives - Leptosporangiate Ferns,native,2467,1485301.46
2074,Dryopteris filix-mas,86,Ferns and relatives - Leptosporangiate Ferns,2B.3,12.1,2865900.927
2075,Duchesnea indica var. indica,8,Flowering Plants - Dicots,weed,72,505.8067294
2076,Dudleya abramsii,9,Flowering Plants - Dicots,native,57,12898.07159
2077,Dudleya arizonica,1,Flowering Plants - Dicots,native,34,21749.68935
2078,Dudleya blochmaniae,6,Flowering Plants - Dicots,native,37,4046.453832
2079,Dudleya brevifolia,3,Flowering Plants - Dicots,1B.1,23,252.9033645
2080,Dudleya candelabrum,4,Flowering Plants - Dicots,1B.2,16,1770.323552
2081,Dudleya cymosa,18,Flowering Plants - Dicots,native,138,44510.99215
2082,Dudleya densiflora,2,Flowering Plants - Dicots,1B.1,13,758.7100941
2083,Dudleya edulis,3,Flowering Plants - Dicots,native,36,13909.68505
2084,Dudleya farinosa,8,Flowering Plants - Dicots,native,154,16691.62206
2085,Dudleya gnoma,4,Flowering Plants - Dicots,1B.1,20,108.3871563
2086,Dudleya greenei,4,Flowering Plants - Dicots,4.2,43,2023.226916
2087,Dudleya lanceolata,1,Flowering Plants - Dicots,native,105,43246.47533
2088,Dudleya multicaulis,3,Flowering Plants - Dicots,1B.2,72,3287.743739
2089,Dudleya nesiotica,5,Flowering Plants - Dicots,1B.1,31,252.9033645
2090,Dudleya palmeri,1,Flowering Plants - Dicots,native,5,1517.420187
2091,Dudleya parva,3,Flowering Plants - Dicots,1B.2,37,505.806729
2092,Dudleya pulverulenta,7,Flowering Plants - Dicots,native,134,35406.47103
2093,Dudleya saxosa,2,Flowering Plants - Dicots,native,81,11127.74804
2094,Dudleya stolonifera,2,Flowering Plants - Dicots,1B.1,31,252.9033645
2095,Dudleya traskiae,5,Flowering Plants - Dicots,1B.2,60,325.1614689
2096,Dudleya variegata,3,Flowering Plants - Dicots,1B.2,40,4805.163926
2097,Dudleya verityi,3,Flowering Plants - Dicots,1B.1,21,758.7100935
2098,Dudleya virens,14,Flowering Plants - Dicots,native,58,2529.033645
2099,Dudleya viscida,9,Flowering Plants - Dicots,1B.2,41,758.7100935
2100,Dulichium arundinaceum var. arundinaceum,6,Flowering Plants - Monocots,native,16,14162.58841
2101,Dyssodia papposa,18,Flowering Plants - Dicots,weed,508,61744.55004
2102,Eastwoodia elegans,5,Flowering Plants - Dicots,native,46,6322.584113
2103,Eatonella nivea,27,Flowering Plants - Dicots,native,47,6069.680748
2104,Echinocactus polycephalus var. polycephalus,11,Flowering Plants - Dicots,native,12,1517.420188
2105,Echinocereus engelmannii,8,Flowering Plants - Dicots,native,548,25796.14318
2106,Echinochloa colona,92,Flowering Plants - Monocots,weed,15160,209909.7927
2107,Echinochloa crus-galli,758,Flowering Plants - Monocots,weed,29368,158787.184
2108,Echinochloa crus-pavonis var. crus-pavonis,0,Flowering Plants - Monocots,weed,28,975.4844067
2109,Echinochloa muricata var. microstachya,1,Flowering Plants - Monocots,native,61,33852.92182
2110,Echinochloa oryzoides,34,Flowering Plants - Monocots,weed,2420,24603.88448
2111,Echinodorus berteroi,94,Flowering Plants - Monocots,native,414,41223.24841
2112,Echinops sphaerocephalus,46,Flowering Plants - Dicots,weed,2120,125692.9723
2113,Echium pininana,8,Flowering Plants - Dicots,weed,135,10043.87648
2114,Echium plantagineum,1060,Flowering Plants - Dicots,weed,6010,135086.5258
2115,Eclipta prostrata,162,Flowering Plants - Dicots,native,26400,609750.0118
2116,Egeria densa,95,Flowering Plants - Monocots,weed,10610,142890.4009
2117,Ehrharta calycina,21,Flowering Plants - Monocots,weed,1210,144660.7245
2118,Ehrharta erecta,57,Flowering Plants - Monocots,weed,732,185378.1662
2119,Eichhornia crassipes,106,Flowering Plants - Monocots,weed,49600,175514.935
2120,Elaeagnus angustifolia,73,Flowering Plants - Dicots,weed,15684,627959.0541
2121,Elatine ambigua,61,Flowering Plants - Dicots,weed,70,5563.874023
2122,Elatine brachysperma,48,Flowering Plants - Dicots,native,103,13150.97495
2123,Elatine californica,56,Flowering Plants - Dicots,native,63,14415.49178
2124,Elatine chilensis,59,Flowering Plants - Dicots,native,50,1625.807345
2125,Elatine heterandra,14,Flowering Plants - Dicots,native,11,3287.743739
2126,Elatine rubella,44,Flowering Plants - Dicots,native,52,11886.45813
2127,Eleocharis acicularis,91,Flowering Plants - Monocots,native,5780,1213936.15
2128,Eleocharis acicularis var. acicularis,1,Flowering Plants - Monocots,native,71,11127.74804
2129,Eleocharis acicularis var. gracilescens,1,Flowering Plants - Monocots,native,5,1011.613458
2130,Eleocharis atropurpurea,13,Flowering Plants - Monocots,native,409,34394.85757
2131,Eleocharis bella,3,Flowering Plants - Monocots,native,58,24278.72299
2132,Eleocharis bolanderi,3,Flowering Plants - Monocots,native,22,5816.777384
2133,Eleocharis coloradoensis,6,Flowering Plants - Monocots,native,152,11127.74804
2134,Eleocharis decumbens,3,Flowering Plants - Monocots,native,7,1770.323552
2135,Eleocharis engelmannii,17,Flowering Plants - Monocots,native,156,33889.05084
2136,Eleocharis flavescens var. flavescens,1,Flowering Plants - Monocots,native,19,252.9033645
2137,Eleocharis geniculata,31,Flowering Plants - Monocots,native,1356,159834.9264
2138,Eleocharis macrostachya,63,Flowering Plants - Monocots,native,3067,148707.1783
2139,Eleocharis montevidensis,9,Flowering Plants - Monocots,native,354,87251.66075
