,Scientific.Name,seqs,Species.Group,CRPR,Literature.Count,area
5693,Spergularia macrotheca,15,Flowering Plants - Dicots,native,170,33889.05084
5694,Spergularia macrotheca var. leucantha,1,Flowering Plants - Dicots,native,9,6322.584113
5695,Spergularia macrotheca var. longistyla,1,Flowering Plants - Dicots,1B.2,6,505.806729
5696,Spergularia macrotheca var. macrotheca,2,Flowering Plants - Dicots,native,21,17450.33215
5697,Spergularia media var. media,0,Flowering Plants - Dicots,weed,2225,0
5698,Spergularia rubra,37,Flowering Plants - Dicots,weed,3660,162111.0568
5699,Spergularia villosa,2,Flowering Plants - Dicots,weed,67,6394.842222
5700,Spermolepis echinata,3,Flowering Plants - Dicots,native,142,18967.75234
5701,Sphaeralcea ambigua,8,Flowering Plants - Dicots,native,832,145925.2413
5702,Sphaeralcea angustifolia,6,Flowering Plants - Dicots,native,682,146178.1447
5703,Sphaeralcea coulteri,1,Flowering Plants - Dicots,native,100,31865.82393
5704,Sphaeralcea grossulariifolia,1,Flowering Plants - Dicots,2B.3,173,19220.6557
5705,Sphaeralcea munroana,5,Flowering Plants - Dicots,2B.2,327,12645.16823
5706,Sphaeralcea orcuttii,1,Flowering Plants - Dicots,native,24,15174.20187
5707,Sphaeromeria cana,10,Flowering Plants - Dicots,native,29,2167.743126
5708,Sphaerophysa salsula,38,Flowering Plants - Dicots,weed,680,10405.167
5709,Sphenopholis obtusata,34,Flowering Plants - Monocots,2B.2,891,64490.35795
5710,Spiraea douglasii,7,Flowering Plants - Dicots,native,1100,361651.8112
5711,Spiraea splendens,6,Flowering Plants - Dicots,native,274,56650.35365
5712,Spiranthes porrifolia,97,Flowering Plants - Monocots,native,45,19473.55907
5713,Spiranthes romanzoffiana,150,Flowering Plants - Monocots,native,934,207127.8555
5714,Sporobolus airoides,36,Flowering Plants - Monocots,native,2830,129486.5226
5715,Sporobolus contractus,5,Flowering Plants - Monocots,native,387,42487.76524
5716,Sporobolus cryptandrus,41,Flowering Plants - Monocots,native,4586,227613.0281
5717,Sporobolus flexuosus,9,Flowering Plants - Monocots,native,615,32877.43739
5718,Sporobolus indicus,74,Flowering Plants - Monocots,weed,4026,127752.3282
5719,Sporobolus vaginiflorus,21,Flowering Plants - Monocots,weed,981,41512.28086
5720,Sporobolus wrightii,20,Flowering Plants - Monocots,native,824,40464.53832
5721,Stachys ajugoides,7,Flowering Plants - Dicots,native,141,23267.10953
5722,Stachys albens,12,Flowering Plants - Dicots,native,153,32371.63066
5723,Stachys bullata,25,Flowering Plants - Dicots,native,155,34394.85757
5724,Stachys chamissonis,32,Flowering Plants - Dicots,native,244,50580.6729
5725,Stachys mexicana,11,Flowering Plants - Dicots,native,118,22002.59271
5726,Stachys pilosa,25,Flowering Plants - Dicots,2B.3,87,26807.75664
5727,Stachys pycnantha,1,Flowering Plants - Dicots,native,17,13656.78168
5728,Stachys rigida,12,Flowering Plants - Dicots,native,118,50580.6729
5729,Stachys stricta,1,Flowering Plants - Dicots,native,13,6828.390842
5730,Stanleya elata,17,Flowering Plants - Dicots,native,95,10116.13458
5731,Stanleya pinnata var. pinnata,18,Flowering Plants - Dicots,native,54,9104.521129
5732,Stanleya viridiflora,14,Flowering Plants - Dicots,2B.3,54,5058.06729
5733,Staphylea bolanderi,11,Flowering Plants - Dicots,native,44,3540.647103
5734,Stebbinsoseris decipiens,3,Flowering Plants - Dicots,1B.2,43,216.7743126
5735,Stebbinsoseris heterocarpa,4,Flowering Plants - Dicots,native,58,7442.584733
5736,Stellaria calycantha,8,Flowering Plants - Dicots,native,401,53362.60991
5737,Stellaria crispa,13,Flowering Plants - Dicots,native,214,49063.25271
5738,Stellaria graminea,38,Flowering Plants - Dicots,weed,6800,163014.2831
5739,Stellaria littoralis,1,Flowering Plants - Dicots,4.2,797,1770.323552
5740,Stellaria longifolia,33,Flowering Plants - Dicots,2B.2,1090,810808.1866
5741,Stellaria media,291,Flowering Plants - Dicots,weed,31100,160268.4751
5742,Stellaria nitens,8,Flowering Plants - Dicots,native,145,46534.21907
5743,Stellaria obtusa,13,Flowering Plants - Dicots,4.3,41,6828.390842
5744,Stellaria umbellata,15,Flowering Plants - Dicots,native,182,25796.14318
5745,Stemodia durantifolia,3,Flowering Plants - Dicots,2B.1,221,77894.23627
5746,Stenanthium occidentale,22,Flowering Plants - Monocots,native,108,4516.131513
5747,Stenotaphrum secundatum,29,Flowering Plants - Monocots,weed,5590,97223.2792
5748,Stenotus acaulis,14,Flowering Plants - Dicots,native,269,47798.73589
5749,Stenotus lanuginosus var. lanuginosus,0,Flowering Plants - Dicots,2B.2,3,1698.065449
5750,Stephanomeria cichoriacea,10,Flowering Plants - Dicots,native,28,13656.78168
5751,Stephanomeria diegensis,8,Flowering Plants - Dicots,native,140,19726.46243
5752,Stephanomeria elata,1,Flowering Plants - Dicots,native,29,12139.3615
5753,Stephanomeria exigua,51,Flowering Plants - Dicots,native,590,49569.05944
5754,Stephanomeria lactucina,5,Flowering Plants - Dicots,native,31,15174.20187
5755,Stephanomeria paniculata,4,Flowering Plants - Dicots,native,30,6069.680748
5756,Stephanomeria parryi,1,Flowering Plants - Dicots,native,34,8851.617758
5757,Stephanomeria pauciflora,7,Flowering Plants - Dicots,native,424,135050.3966
5758,Stephanomeria virgata,45,Flowering Plants - Dicots,native,172,35406.47103
5759,Stillingia linearifolia,1,Flowering Plants - Dicots,native,66,51592.28636
5760,Stillingia paucidentata,2,Flowering Plants - Dicots,native,12,8345.811029
5761,Stillingia spinulosa,2,Flowering Plants - Dicots,native,27,16944.52542
5762,Streptanthella longirostris,33,Flowering Plants - Dicots,native,133,21605.17316
5763,Streptanthus barbatus,7,Flowering Plants - Dicots,native,23,3793.550468
5764,Streptanthus barbiger,16,Flowering Plants - Dicots,4.2,29,2781.93701
5765,Streptanthus batrachopus,9,Flowering Plants - Dicots,1B.3,23,252.9033645
5766,Streptanthus bernardinus,14,Flowering Plants - Dicots,4.3,16,3540.647103
5767,Streptanthus brachiatus,21,Flowering Plants - Dicots,native,45,505.806729
5768,Streptanthus breweri,40,Flowering Plants - Dicots,native,71,8598.714393
5769,Streptanthus callistus,10,Flowering Plants - Dicots,1B.3,8,505.806729
5770,Streptanthus campestris,19,Flowering Plants - Dicots,1B.3,41,8345.811029
5771,Streptanthus cordatus,36,Flowering Plants - Dicots,native,165,24278.72299
5772,Streptanthus cordatus var. cordatus,1,Flowering Plants - Dicots,native,5,10874.84467
5773,Streptanthus cordatus var. piutensis,1,Flowering Plants - Dicots,1B.2,6,252.9033645
5774,Streptanthus diversifolius,16,Flowering Plants - Dicots,native,12,3287.743739
5775,Streptanthus drepanoides,18,Flowering Plants - Dicots,4.3,20,3287.743739
5776,Streptanthus farnsworthianus,21,Flowering Plants - Dicots,4.3,27,1770.323552
5777,Streptanthus fenestratus,6,Flowering Plants - Dicots,1B.1,5,758.7100935
5778,Streptanthus glandulosus,194,Flowering Plants - Dicots,native,333,6828.390842
5779,Streptanthus gracilis,11,Flowering Plants - Dicots,1B.3,10,1770.323552
5780,Streptanthus hesperidis,19,Flowering Plants - Dicots,1B.2,30,1517.420187
5781,Streptanthus hispidus,15,Flowering Plants - Dicots,1B.3,22,505.806729
5782,Streptanthus howellii,5,Flowering Plants - Dicots,1B.2,22,1011.613458
5783,Streptanthus insignis,21,Flowering Plants - Dicots,native,26,1011.613458
5784,Streptanthus longisiliquus,11,Flowering Plants - Dicots,4.3,6,2023.226916
5785,Streptanthus morrisonii,16,Flowering Plants - Dicots,native,92,2529.033645
5786,Streptanthus oblanceolatus,6,Flowering Plants - Dicots,1B.2,6,108.3871563
5787,Streptanthus oliganthus,5,Flowering Plants - Dicots,1B.2,18,1517.420187
5788,Streptanthus polygaloides,29,Flowering Plants - Dicots,native,619,6322.584113
5789,Streptanthus tortuosus,70,Flowering Plants - Dicots,native,412,49569.05944
5790,Streptanthus vernalis,9,Flowering Plants - Dicots,1B.2,10,505.806729
5791,Stuckenia pectinata,273,Flowering Plants - Monocots,native,18340,826488.1952
5792,Stuckenia striata,3,Flowering Plants - Monocots,native,95,4805.163926
5793,Stylocline citroleum,1,Flowering Plants - Dicots,1B.1,16,1011.613458
5794,Stylocline intertexta,1,Flowering Plants - Dicots,native,8,5310.970655
5795,Stylocline masonii,1,Flowering Plants - Dicots,1B.1,10,758.7100935
5796,Stylocline micropoides,2,Flowering Plants - Dicots,native,103,27566.46673
5797,Stylocline psilocarphoides,4,Flowering Plants - Dicots,native,12,7334.197571
5798,Stylocline sonorensis,1,Flowering Plants - Dicots,native,8,1770.323552
5799,Suaeda calceoliformis,97,Flowering Plants - Dicots,native,331,46028.41234
5800,Suaeda californica,2,Flowering Plants - Dicots,1B.1,207,15427.10523
5801,Suaeda esteroa,71,Flowering Plants - Dicots,1B.2,258,8345.811029
5802,Suaeda occidentalis,17,Flowering Plants - Dicots,2B.3,61,3540.647103
5803,Suaeda taxifolia,14,Flowering Plants - Dicots,4.2,107,14162.58841
5804,Swallenia alexandrae,15,Flowering Plants - Monocots,1B.2,104,758.7100935
5805,Swertia perennis,153,Flowering Plants - Dicots,native,1670,173997.5148
5806,Syagrus romanzoffiana,54,Flowering Plants - Monocots,weed,6760,32949.69552
5807,Symphoricarpos albus var. laevigatus,1,Flowering Plants - Dicots,native,572,302725.3273
5808,Symphoricarpos longiflorus,14,Flowering Plants - Dicots,native,140,25796.14318
5809,Symphoricarpos mollis,8,Flowering Plants - Dicots,native,584,12139.3615
5810,Symphoricarpos rotundifolius,14,Flowering Plants - Dicots,native,248,81434.88337
5811,Symphoricarpos rotundifolius var. parishii,1,Flowering Plants - Dicots,native,57,12645.16823
5812,Symphoricarpos rotundifolius var. rotundifolius,1,Flowering Plants - Dicots,native,10,11380.6514
5813,Symphyotrichum ascendens,3,Flowering Plants - Dicots,native,249,50074.86617
5814,Symphyotrichum campestre,0,Flowering Plants - Dicots,native,122,16185.81533
5815,Symphyotrichum chilense,2,Flowering Plants - Dicots,native,395,54627.12673
5816,Symphyotrichum defoliatum,1,Flowering Plants - Dicots,1B.2,36,4299.357197
5817,Symphyotrichum foliaceum,43,Flowering Plants - Dicots,native,92,13403.87832
5818,Symphyotrichum foliaceum var. apricum,9,Flowering Plants - Dicots,native,16,6069.680748
5819,Symphyotrichum foliaceum var. parryi,1,Flowering Plants - Dicots,native,21,22508.39944
5820,Symphyotrichum frondosum,5,Flowering Plants - Dicots,native,103,16691.62206
5821,Symphyotrichum greatae,1,Flowering Plants - Dicots,1B.3,38,1770.323552
5822,Symphyotrichum hendersonii,1,Flowering Plants - Dicots,native,416,2276.130281
5823,Symphyotrichum lanceolatum var. hesperium,1,Flowering Plants - Dicots,native,322,36923.89122
5824,Symphyotrichum lentum,1,Flowering Plants - Dicots,1B.2,75,2276.130281
5825,Symphyotrichum spathulatum,29,Flowering Plants - Dicots,native,440,18714.84897
5826,Symphyotrichum spathulatum var. intermedium,1,Flowering Plants - Dicots,native,10,8345.811029
5827,Symphyotrichum spathulatum var. spathulatum,8,Flowering Plants - Dicots,native,22,30095.50038
5828,Symphyotrichum spathulatum var. yosemitanum,1,Flowering Plants - Dicots,native,13,4805.163926
5829,Symphyotrichum subspicatum,11,Flowering Plants - Dicots,native,295,28072.27346
5830,Symphyotrichum subulatum,68,Flowering Plants - Dicots,native,2583,267065.9529
5831,Symphytum officinale,36,Flowering Plants - Dicots,weed,13200,99101.98991
5832,Synthyris reniformis,0,Flowering Plants - Dicots,native,137,18967.75234
5833,Syntrichopappus fremontii,0,Flowering Plants - Dicots,native,33,15427.10523
5834,Syntrichopappus lemmonii,1,Flowering Plants - Dicots,4.3,13,2781.93701
5835,Systenotheca vortriedei,1,Flowering Plants - Dicots,4.3,13,2023.226916
5836,Tagetes erecta,256,Flowering Plants - Dicots,weed,36500,238198.8405
5837,Tagetes minuta,27,Flowering Plants - Dicots,weed,8870,101775.5398
5838,Tamarix aphylla,55,Flowering Plants - Dicots,weed,4840,111783.2871
5839,Tamarix chinensis,610,Flowering Plants - Dicots,weed,6060,49063.25271
5840,Tamarix gallica,45,Flowering Plants - Dicots,weed,6000,285780.8019
5841,Tamarix parviflora,28,Flowering Plants - Dicots,weed,927,68789.71514
5842,Tamarix ramosissima,519,Flowering Plants - Dicots,weed,10150,231153.6752
5843,Tanacetum bipinnatum,23,Flowering Plants - Dicots,native,398,42234.86187
5844,Tanacetum parthenium,67,Flowering Plants - Dicots,weed,11300,205574.3064
5845,Tanacetum vulgare,45,Flowering Plants - Dicots,weed,17200,3975893.793
5846,Taraxacum californicum,1,Flowering Plants - Dicots,1B.1,37,1264.516823
5847,Taraxacum officinale,42130,Flowering Plants - Dicots,weed,54340,128330.3931
5848,Tauschia arguta,7,Flowering Plants - Dicots,native,35,25290.33645
5849,Tauschia glauca,13,Flowering Plants - Dicots,4.3,23,4046.453832
5850,Tauschia hartwegii,1,Flowering Plants - Dicots,native,21,21496.78598
5851,Tauschia howellii,1,Flowering Plants - Dicots,1B.3,17,252.9033645
5852,Tauschia kelloggii,6,Flowering Plants - Dicots,native,22,11633.55477
5853,Tauschia parishii,7,Flowering Plants - Dicots,native,40,13150.97495
5854,Taxus brevifolia,75,Conifers and relatives - Conifers,native,18336,40717.44168
5855,Teesdalia coronopifolia,3,Flowering Plants - Dicots,weed,354,58456.8063
5856,Teesdalia nudicaulis,25,Flowering Plants - Dicots,weed,1870,87251.66082
5857,Tellima grandiflora,30,Flowering Plants - Dicots,native,974,329785.9873
5858,Tetracoccus dioicus,15,Flowering Plants - Dicots,1B.2,71,5310.970655
5859,Tetracoccus ilicifolius,1,Flowering Plants - Dicots,1B.3,18,505.806729
5860,Tetradymia argyraea,1,Flowering Plants - Dicots,4.3,11,2276.130281
5861,Tetradymia axillaris,1,Flowering Plants - Dicots,native,127,11127.74804
5862,Tetradymia canescens,7,Flowering Plants - Dicots,native,925,81181.98
5863,Tetradymia comosa,1,Flowering Plants - Dicots,native,52,15680.0086
5864,Tetradymia glabrata,1,Flowering Plants - Dicots,native,364,31107.11383
5865,Tetradymia spinosa,1,Flowering Plants - Dicots,native,261,20738.07589
5866,Tetradymia stenolepis,1,Flowering Plants - Dicots,native,55,15427.10523
5867,Tetradymia tetrameres,1,Flowering Plants - Dicots,2B.2,26,2781.93701
5868,Tetraneuris acaulis var. arizonica,3,Flowering Plants - Dicots,native,29,10874.84467
5869,Teucrium glandulosum,1,Flowering Plants - Dicots,2B.3,33,11127.74804
5870,Thalictrum alpinum,81,Flowering Plants - Dicots,4.3,2.75,531349.9688
5871,Thalictrum fendleri,21,Flowering Plants - Dicots,native,760,121140.7116
5872,Thalictrum fendleri var. fendleri,1,Flowering Plants - Dicots,native,6,15680.0086
5873,Thalictrum occidentale,22,Flowering Plants - Dicots,native,588,67272.29496
5874,Thalictrum sparsiflorum,22,Flowering Plants - Dicots,native,204,55891.64355
5875,Thamnosma montana,12,Flowering Plants - Dicots,native,443,49821.96281
5876,Thelesperma megapotamicum,9,Flowering Plants - Dicots,weed,437,36887.76219
5877,Thelypodium brachycarpum,1,Flowering Plants - Dicots,4.2,18,3793.550468
5878,Thelypodium crispum,12,Flowering Plants - Dicots,native,18,6069.680748
5879,Thelypodium flexuosum,9,Flowering Plants - Dicots,native,24,7081.294206
5880,Thelypodium integrifolium,10,Flowering Plants - Dicots,native,95,8092.907664
5881,Thelypodium laciniatum,21,Flowering Plants - Dicots,native,78,14668.39514
5882,Thelypodium milleflorum,1,Flowering Plants - Dicots,2B.2,12,6828.390842
5883,Thelypodium stenopetalum,1,Flowering Plants - Dicots,1B.1,23,505.806729
5884,Thelypteris nevadensis,3,Ferns and relatives - Leptosporangiate Ferns,native,11749,289.0324168
5885,Thelypteris puberula var. sonorensis,0,Ferns and relatives - Leptosporangiate Ferns,2B.2,49,3287.743741
5886,Thermopsis californica,1,Flowering Plants - Dicots,native,26,10621.94131
5887,Thermopsis californica var. argentata,1,Flowering Plants - Dicots,4.3,13,5310.970655
5888,Thermopsis californica var. californica,1,Flowering Plants - Dicots,native,2,8345.811029
5889,Thermopsis californica var. semota,1,Flowering Plants - Dicots,1B.2,10,1517.420187
5890,Thermopsis gracilis,3,Flowering Plants - Dicots,4.3,35,17450.33215
5891,Thermopsis macrophylla,0,Flowering Plants - Dicots,1B.3,78,6322.584113
5892,Thermopsis robusta,1,Flowering Plants - Dicots,1B.2,14,758.7100935
5893,Thlaspi arvense,35018,Flowering Plants - Dicots,weed,15100,207778.1786
5894,Thuja plicata,17295,Conifers and relatives - Conifers,native,20900,423613.1355
5895,Thymophylla pentachaeta var. belenidium,3,Flowering Plants - Dicots,native,20,11633.55477
5896,Thymophylla tenuiloba var. tenuiloba,0,Flowering Plants - Dicots,weed,11,1589.678292
5897,Thysanocarpus conchuliferus,6,Flowering Plants - Dicots,1B.2,26,1264.516823
5898,Thysanocarpus curvipes,89,Flowering Plants - Dicots,native,246,110012.9636
5899,Thysanocarpus laciniatus,33,Flowering Plants - Dicots,native,75,45775.50897
5900,Thysanocarpus radians,11,Flowering Plants - Dicots,native,21,12898.07159
5901,Thysanocarpus rigidus,4,Flowering Plants - Dicots,1B.2,6,505.806729
5902,Tiarella trifoliata var. trifoliata,1,Flowering Plants - Dicots,native,43,67778.10169
5903,Tiarella trifoliata var. unifoliata,2,Flowering Plants - Dicots,native,86,67778.10169
5904,Tidestromia lanuginosa,381,Flowering Plants - Dicots,native,435,78147.13963
5905,Tiquilia canescens,124,Flowering Plants - Dicots,native,417,57914.87047
5906,Tiquilia canescens var. canescens,1,Flowering Plants - Dicots,native,5,25290.33645
5907,Tiquilia canescens var. pulchella,3,Flowering Plants - Dicots,native,5,1011.613458
5908,Tiquilia nuttallii,23,Flowering Plants - Dicots,native,126,25796.14318
5909,Tiquilia palmeri,16,Flowering Plants - Dicots,native,106,24278.72299
5910,Tiquilia plicata,25,Flowering Plants - Dicots,native,221,33383.24411
5911,Tolmiea diplomenziesii,1,Flowering Plants - Dicots,native,1070,12139.3615
5912,Tolpis barbata,49,Flowering Plants - Dicots,weed,1362,115901.9991
5913,Tonella tenella,15,Flowering Plants - Dicots,native,64,6828.390842
5914,Tonestus eximius,2,Flowering Plants - Dicots,4.3,22,325.1614689
5915,Tonestus lyallii,18,Flowering Plants - Dicots,2B.3,81,16691.62206
